name,line
Neku,He needs to find the words himself.
Beat,But Phones...
Guy,"Gaaah! It's not moving! Please! Creep to me, Reaper!"
Makoto,"Hey, Boss, look... I gotta take off."
Guy,"W-wait, Makoto!"
Makoto,Huh?
Guy,Do you... remember when you first started with me? On your 
Makoto,Heh... We all start somewhere.
Guy,"Makoto! Back then, you had your head stuck so far up in the"
Makoto,Heh... Sounds a lot like me now.
Guy,Not quite. The you I knew first? He didn't need fancy clothes 
Makoto,Boss... 
Guy,I think you need to search back and ask THAT person where you
Makoto,Wow... ...... All this time I've been rushing into things. Maybe I 
Guy,"No, I should be thinking you."
Makoto,Huh? For what? 
Guy,"Nothing, nothing."
Makoto,"Hey, Boss. I gotta get going."
Guy,All right. SHow the world what you've got!
Guy,Heh heh. Who needs some piece of paper? My own answers beat the
Beat,"Damn straight, pops. ...Hey, wait a minute. BWAAAH! Phones, you've "
Neku,"...... About this ""Reaper Creeper"" business... I gotta ask you."
Beat,"What, yo?"
Neku,Is that REALLY today's mission?
Beat,"Yo, I told you--"
Neku,I don't think you remember.
Beat,"I do! Like I said, I Reaper Spurt 4--"
Neku,It's SPORT.
Beat,"Hrrrm... ...... Sorry, Phones. It's been two days since I was a Reaper. "
Neku,"(Um...Two days isn't that long. ) Look, next time just be up-front "
Beat,Man... Why I gotta be like this? I never change.
Neku,......
Beat,"You know Rhyme? She used to say the same stuff-- like a hundred times,"
Rhyme,Beat... I don't trust that pink-haired lady. Why she said doesn't add
Beat,We ain't got time for salt!
Rhyme,"We don't have time for mistakes, either. Slow and steady wins the "
Rhyme,"I'm telling you, Beat. We need to find the golden bat."
Beat,We ain't got time for bats!
Rhyme,"We don't have time for mistakes, either. Haste makes waste!"
Beat,She always had some saying. And she knew to think ahead! But me... I
Neku,......
Beat,"I know I gotta think things through. I really do, man. But I freak out"
Neku,"Brother? Wait, Rhyme's your sister?"
Beat,"What, didn't I mention? Yeah. We from the same family."
Neku,Whoa! (I had no idea.)
Beat,"We came to the UG together, partnered up... and then I... I..."
Neku,"Hey, you didn't do anything!"
Beat,"It's like I killed her, man. You don't know the half of it."
Neku,Beat...
Beat,Why I gotta be so stupid? I thought I could bring Rhyme back by 
Neku,......
Beat,"When Rhyme got erased, Hanekoma gathered up her soul and stored it in a"
Neku,So that's why you took off. But wait! That means--
Beat,"That Noise on my shoulder was Rhyme. Her Noise, which I called outta "
Neku,Whoa...
Beat,"I was lookin' for a way to turn her back to normal, but I didn't find"
Neku,Is that how it works?
Beat,"Yup. And once I'm in charge of Shibuya, I can fix Rhyme. I owe her a"
Neku,......
Beat,"Listen up, Phones, 'cause I'm only gonna say this once."
Neku,What?
Beat,Help me... You gotta help me save her. I ain't that smart. I just crash
Neku,...... Screw you.
Beat,What!?
Neku,Don't be an ass. She's my friend. And you act like I'd mind saving her.
Beat,"Don't sweat it, man! I'll bring you all back to life, soon as I'm in"
Neku,All right.
Beat,"Yo, uh... thanks, Phones."
Neku,"Hey, not necessary. Like Mr. H said: ""Trust your partner."""
Beat,Heh heh! True dat.
Neku,So what's today's REAL mission?
Beat,...... Well...first le's track Pinky down.
Neku,So that Noise was Rhyme...
Beat,Tha's right. So we gotta find that Reaper
Neku,"an' get her back, yo."
Uzuki,"Ugh, what's with you losers!?"
Neku,"!? Hey, is that--"
Uzuki,"Don't you want to win at ALL!? I oughta crush this pin! I swear, if "
Beat,"Huh? Tag? Wait, so Reaper Sport 4--"
Uzuki,"It's ""Tag,"" you dolt! Didn't they teach you anything at all? That's "
Neku,Tag.
Uzuki,Huh?
Neku,You're it.
Uzuki,What!?
Beat,Bwa ha ha! You see how stupid she is? She just walked right up to us
Uzuki,That...that last tag doesn't count! And did you just call me stupid?
Beat,"Yo, you are! I ain't never seen no one suck so bad at tag."
Uzuki,Shut up shut up shut up! You have no right to call anyone stupid!
Beat,"We cleared your mission, Pinky. Now hand over the pin!"
Uzuki,"I...I've got another mission for you! ""Defeat the pissed off Reaper!"""
Neku,"Hey, play fair!"
Uzuki,"I have to win this Game. I don't care what it takes! Now bring it, you"
Beat,"Look out, yo! One more punch and you gone! Hand over the pin an' I "
Uzuki,AAAaaaAAAAAAaaaRRRRRRrrrRRRrrrGGGGgggGGH!!! Take your mercy and shove
Neku,Hey! Enough is--
Uzuki,I WANT MY PROMOTION! I'm not shooting for any Miss Nice awards!
Kariya,"Aw, now girl... "
Uzuki,!
Kariya,Face the facts. They got you whupped.
Uzuki,"Oh, be quiet! You can underachieve all you want. But I want to move "
Kariya,"Up, up, up, and then what?"
Uzuki,Well... I-I-I--
Kariya,Don't know? Then don't bother. Shooting for nothing sounds crazy to 
Uzuki,Then what about you! Why'd you turn your promotion down?
Kariya,......
Uzuki,"Yeah, I know about it. They were gonna make you an officer. And you"
Kariya,...... Being an officer sucks. Why join the brass and strut around
Uzuki,......
Kariya,"'Sides, if I join the officers, how am I gonna sucker you into buyin'"
Uzuki,...Jerk. ...... Well... I guess I can stay in the audience a bit 
Kariya,"Yeah, girl. Stop and smell those concrete roses. Now then. Sorry to"
Beat,"A Lv. 3 keypin? Yo, you can keep this. Gimme Rhyme!"
Kariya,No can do. I haven't had my fun yet.
Beat,Quit screwin' with us!
Kariya,"Um, villain? Screwin' with you is my job. But you have my word. Beat "
Neku,You swear this time?
Kariya,"On my life. ...Wait, that doesn't work. Anyway, I won't be pulling "
Beat,"Dammit, fine. What's your game?"
Kariya,"You'll love it, Freshmeat. All you have to do... is beat me."
left,The Composer. Chapter Closed]
Neku,...Where am I? (The underpass by Miyashita park... That's an unusual
Beat,......
Neku,(What's he doing over there?)
Neku,Urrrf! A wall. (Beat's got the keypin...)
Beat,......
Neku,Hey.
Beat,! WAAAH! You up already?
Neku,"So it seems. Weird place to start the day, huh?"
Beat,......
Neku,Right?
Beat,"Huh? Oh, yeah, yeah."
Neku,(Speaking of weird... What's gotten into him?)
Beat,AAAAAAIIIGHT!
Neku,"Whoa, what was that for?"
Beat,"Time to give Lollipop a lickin' and get Rhyme back, yo!"
Neku,"Yeah... You said it. From the way Lollipop-- wait, Kariya, was it? The"
Beat,"Yeah, jus' be ready, Phones. Lollipop's one tough customer."
Neku,"Oh, come on. He's just another Reaper. I've already beat two Game"
Beat,"Naw, man, Kariya's skills put the brass to shame. He's only a small fry"
Neku,"Yeah, they were talking about that."
Beat,"Trus' me, he ain't' gonna mess up like Pinky did, yo."
Neku,"...... Wait, are YOU worrying about ME?"
Beat,Huh!?
Neku,Who are you and what have you done with Beat?
Beat,"N-naw, man! I was jus' sayin' we gotta be vegetant! We after the"
Neku,Vigilant. And is the Composer that strong?
Beat,"He's gotta be, right? How else he gonna keep sly punks like Shades in"
Neku,It won't be that easy.
Beat,"Well, you better man up, yo, cause we gotta find Lollipop. Le's start "
Neku,"...... (If the GM was right, Beat's only got two more days after"
Beat,"Yo yo yo! Wrong way, man! Scramble's back this way."
Beat,"Oof! Oww, dammit! Freakin' wall... Now where's that keypin? Whaaa?"
Neku,Gone!? Then we're trapped in here?
Beat,"...Tsk. Here, of all places..."
Neku,What do you mean?
Beat,"N-nothin', aight?"
Neku,...... Crap. This complicates things. How do we open the walls without 
Beat,"Yo, you know when I woke up, this was lyin' next to me."
Neku,"...... Well, thanks for mentioning. What is it? A box? What's inside?"
Beat,"I couldn't get it open, man. I tried smackin' the button on top, but--"
Neku,Are you crazy? What if it was a trap?
Beat,"...... Yo, you show me a button, and I wanna push it. Aight?"
Neku,I think they design traps like this with you in mind.
Beat,"Sh-shut up, yo! Leas' we know the button don't work. Press it an' this"
Neku,Oh yeah?
Box,WRONG! Layout reset.
Neku,Now what does that mean?
Beat,"Hmm? We got mail, yo. ""See you at Towa Records. Key's in the box."" This"
Neku,It's from Kariya. So the keypin is in this box?
Beat,That sneaky bastard. How we supposed to open it?
Neku,"...... If the box says ""wrong"" then there must be a ""right."" (We need a"
Beat,"Yeah, they was lyin' all over the place."
Neku,Let's check it out.
Beat,"I'll hang on to the box, yo. You tell me when to push the button, "
Neku,Huh?
Beat,......
Neku,Flowers... Was there an accident here? (Hmm? Why isn't he talking?)
Beat,"'Sup with this piece a' paper, yo?"
Neku,Are these markings supposed to be Noise?
Beat,"This star symbol looks familiar, yo."
Neku,"Yeah, 'cause it's on that box of yours."
Beat,Whoa! You're right.
Neku,Think there's a connection?
Beat,"You see this piece a' paper, man?"
Neku,Figure that mark is a Noise?
Beat,"There's a picture of a moon, too."
Neku,What does it mean?
Beat,"Yo, check this piece a' paper."
Neku,These markings look like Noise.
Beat,"There's a picture of a sun, too."
Neku,What does it mean?
Beat,Ooh! Lemme guess! Is it...push time?
Neku,......
Beat,"Aww, no push?"
Neku,I don't think we have the right answer yet.
Beat,"You sure you aint just scared, man?"
Neku,...... (Talk about projection...)
Beat,"OK... Here goes, yo! Careful when you push it!"
Neku,(...Me?)
Box,WRONG! Layout reset.
Beat,"Bwaaah! Whatchu playin' at, Phones!?"
Neku,......
Beat,Don't go pushin' the button widdout thinkin'. Be smart!
Neku,"(That, coming from you?)"
Box,CORRECT! Box unlocked.
Beat,"Booya! We did it, Phones!"
Neku,"(... ""We""?) OK, box's unlocked."
Beat,"I'll take it from here, yo!"
Neku,......
Beat,Sweet! A keypin!
Neku,OK! Let's hurry to Towa Records!
Beat,"Dammit... Not yet, man. This is a Lv. 1 keypin. It won't open the way "
Neku,"Well, no point in staying here. Let's see what we can find over that "
Beat,"Aight! Follow me, yo!"
Neku,Uh-huh. Lead the way...
Beat,"Yo, we don't have the keypin for this wall. Le's head for"
Beat,"Aight, it opened! Le's move!"
Beat,"Where you at, Lollipop!? COME ON OUT!"
Neku,"H-hey, reel it in! He's already said he's over by the record store."
Beat,"Whatever, yo. He can hear me. I shout loud! Rrgh... C'mon, I can't "
Neku,I know! Settle down. (What's got him so upset today? Did something
Beat,! Yo! Phones! I see somethin' over there!
Neku,OK. Let's check it out.
Neku,What have we here?
Beat,Anotha' box?
Neku,Again?
Beat,"Yo, I call Box Holder! Jus' say when you wanna push the button."
Neku,(...Right.)
Beat,"You see this piece a' paper, man?"
Neku,This mark here must represent Noise.
Beat,"There's a picture of a moon, too."
Neku,Just like our new box.
Beat,Ooh! You solve it?
Neku,......
Beat,"Sure you got it right, man?"
Neku,"...... (You tell me, genius. )"
Box,CORRECT! Box unlocked.
Beat,"Hey! Very imprecious, Phones!"
Neku,"(Rhyme must have had her hands full...) OK, box's unlocked. Let's open "
Beat,"I got this, yo!"
Neku,......
Beat,Bwaaah!
Neku,What?
Beat,"There's a box in the box! Man, I'm sick a' rackin' my brain..."
Neku,(He's actually been... THINKING?)
Beat,"Aight, your turn, Phones. I'll watch the box!"
Neku,......
Beat,"Yo, check this piece a' paper."
Neku,These markings must be Noise.
Beat,"There's a picture of a sun, too."
Neku,Just like our new box.
Beat,Ooh! You solve it?
Neku,......
Beat,"Sure you got it, man?"
Neku,"...... (Help, if you're that worried!)"
Box,CORRECT! Box unlocked.
Beat,"Wow, Phones. That was spesticular!"
Neku,"(Rhyme DID have her hands full... Very full.) OK, box's unlocked. Let's"
Beat,"I got this, yo!"
Neku,......
Beat,Booyaka! Another keypin! Now we can get to Towa Records!
Neku,All right. Let's hurry! But still... You have to wonder. Why would 
Beat,......
Neku,"All right. Open it up. ...... Hey, you got the keyp-- Huh? Where..."
Beat,......
Neku,(What's he doing?)
Neku,"Hey, man, what's wrong?"
Beat,This is where...
Neku,Flowers... Was there an accident here? (An accident! ......)
Beat,...... ......
Neku,"!? Hey, whoa! Tears? Seriously... Who are you and what have you done "
Beat,This is where... where me an' Rhyme died.
Neku,Here?
Beat,"That morning' me an' my folks had it out. Jus' like always, I took off."
Neku,......
Beat,"I jumped in front of her, but... I ain't strong enough to stop a car, "
Neku,"I'm...I'm really sorry, man."
Beat,I killed her. I stole her future... ya know? Rhyme wasn't a loser like 
Neku,"But c'mon, man. You know she didn't hold it against you."
Beat,I'll never know.
Neku,...Huh? But you two got along great!
Beat,"Yeah, she never blamed me."
Neku,See?
Beat,"LISTEN! She... She didn't remember, yo."
Neku,"Like, her memory was gone?"
Beat,"I dunno. But when we woke up in the UG, an' whatchu think she said to "
Neku,So they took her memory... Like they did with me.
Beat,Prob'ly. But she didn't win the Game. So even if I become Composer an'
Neku,That's terrible...
Beat,It's what it is. But I don't care! I'm still gonna bring her back! 
Neku,"I'm with you, man."
Beat,"Thanks. ...... Sorry, I'm wastin' time. We...we gotta get over to Towa"
Beat,"Here goes. Aight, it's open. Le's go, Phones."
Neku,OK.
Beat,Where you at!? Come on out!
Neku,Is he even here?
Beat,"Tsk... Fool's prob'ly hidin' somewhere. Yo, what if we scan for him?"
Neku,You can't scan Reapers.
Beat,"No, but we might find anotha' clue!"
Neku,...... All right.
Beat,"Yo, Phones, hold up! Lollipop said he's here, right? Le's "
Neku,That's odd...
Beat,Huh? Wassup?
Neku,I can't scan!
Beat,"What? That's wack, man! Try again."
Neku,(......) I'm serious! It's not working.
Beat,No way! Why not!?
Neku,(Good question.)
Beat,So this means... what? Everybody's a Reaper?
Neku,"C'mon, please. You see any wings? And if they were Reapers, they'd "
Beat,"Aight... so then what, yo?"
Neku,"! Hey, look! Red Skull pins."
Beat,"Yeah, all the people's got 'em..."
Neku,"Wait! What if it's the pins? Maybe they block my scan, like the Player"
Beat,"Could be, yo. Rhyme said Players can't scan each other."
Neku,Or technically people carrying Player Pins. It's like the pin blocks 
Beat,"So these people is all Players? I mean, if they got pins, yo..."
Neku,"No, we're the only two Players. I'm sure of it. These people are alive-"
Beat,"Naw, they can't play the Game if they alive. THINK, man!"
Neku,We can't all be great thinkers like you.
Beat,"So, yo, the Red Skull pins-- they a CAT design, right?"
Neku,"Wow, you know CAT?"
Beat,"Hells yeah, I ain't stupid. Everybody in Shibuya knows CAT! The two "
Neku,They do.
Beat,"It can't be a coincidence. The same guy musta made both, yo."
Neku,......
Beat,So that means... he's also gotta be... uhhhhhhhhhmmmmmmmm ...meh.
Neku,Riiight. How 'bout we go get Rhyme?
Beat,Oh! Good call! Lollipop is waitin'!
Neku,"...... (...Naw, that's ridiculous. It can't be him...)"
Kariya,"Oh, here already?"
Neku,!?
Kariya,That was fast.
Beat,"Yo, shut up! You done sayin' your prayers?"
Kariya,"Still a ball of energy, I see. Fine. Make me do some work, why don't"
Neku,Here he comes...
Beat,"Phones, careful. He's--"
Neku,What? Do I detect WORRY?
Beat,Huh!?
Neku,Who are you and what have--
Beat,"I'm right here, man. Quit that! I'm jus' tellin' you not to screw up, "
Kariya,"Tsk, tsk. Squabbling? You won't beat me like that. Come on. What are "
Beat,"You heard him, Phones! It's time for a throw down!"
Neku,I'm ready!
Kariya,"Ooh, very good."
Beat,Ha! Eat that! Betchu had enough!
Kariya,...... What can I say? I know when I'm beat. You win. Here's your pin
Uzuki,What are you DOING?
Kariya,!
Uzuki,"Ugh, Kariya! You lazy bum. Who said you could call it a day? Now look"
Kariya,Uzuki! What are you doing here?
Uzuki,I came to see if you were goofing off. And it's a good thing. 
Kariya,"Oh, do you have to be such a drudge?"
Uzuki,"Hey, who told me to put my heart into my work? Now you're gonna have "
Beat,"Tha's perfect, yo. We'll take both you and Lollipop at once! How many"
Kariya,"Aight, Uzuki. One more fight. If I have to."
Uzuki,You have to. I'll buy you a bowl of ramen later.
Kariya,"Bravo! You got us. A big hand for the winners. As promised, your pin."
Beat,"Yoink! Hang in there, Rhyme. I'll fix you right-- !? Hey... What are "
Neku,Huh!?
Beat,This pin's a fake!
Neku,"You dirty, lying cheaters!"
Kariya,Damn! I KNEW I couldn't trust her. Hoodwinked again!
Uzuki,"Kariya, what are you talking about?"
Kariya,The Iron Maiden gave us a fake on purpose.
Uzuki,What!? Then where's the real pin?
Kariya,Where do you think?
Uzuki,She lied to us!? Then my promotion... All of it...
Kariya,"Beat, I don't know what to say."
Beat,It's aight. Betchu ain't never even seen the real pin. How would you
Kariya,That's no excuse. I should've seen through the trick. Here. It won't 
Beat,"A Lv. 4 keypin? What's this for, man?"
Kariya,For everything. Right now... the UG needs you two to have this.
Neku,(The UG needs us? Why?)
Beat,"Aight, man. I know what to do."
Neku,(You... you do!?)
Beat,"C'mon, Phones! Oh, yo, 'fore I forget."
Kariya,Hmm?
Beat,Watch your backs.
Kariya,And why would we need to do that?
Neku,The last Reaper to give us a keypin got erased. We think the GM was
Beat,"Dontchu go bein' the next, aight?"
Kariya,"Aight. Thanks for the advice. We can take care of ourselves. Right,"
Uzuki,"Hmph. They can mind their own business. Go on, scram...before I get"
Beat,"Huh? Somethin' happened yesterday? I can't remember a thing! C'mon,"
Neku,Right. We've got a Game Master to find.
Kariya,"...Face it, she just used us to stall for time. Kiss that promotion "
Uzuki,Never.
Kariya,Huh?
Uzuki,I won't give up. Not now. Don't you see how messed up this all is? 
Kariya,"Ugh-ier than it was back in the day, I'll give you that."
Uzuki,Kariya... I love this town just as much as you. So I've decided. I 
Kariya,"My, oh my. That certainly sounds epic. Well, you let me know how that"
Uzuki,Ha ha. Nice try. You get to be my little helper.
Kariya,Bleh! Since when?
Uzuki,Together we can move up the ladder--really change things!
Kariya,A happier Shibuya for all Reapers. It does have a nice ring to it...
Uzuki,Anyway... I'm whipped for the day. Fat lot of good these O-Pins did 
Kariya,You mean these? They're toys. They don't do anything.
Uzuki,No way... Duds?
Kariya,"Something, anyway. Now how 'bout that ramen? I'm ready to--"
Uzuki,Those kids. They're fugitives. Enough to warrant an EC. Why'd you let
Kariya,"...... Uzuki, don't you feel it?"
Uzuki,Feel what?
Kariya,Shibuya's breaking.
Uzuki,Breaking? Don't be so dramatic.
Kariya,The town's... homogenizing. Turning simple.
Uzuki,"Hmm, now that you mention it... The usual cacophony of thoughts has"
Kariya,"Yeah. Because they're changing, focusing-- all on a single point."
Uzuki,You think it's an omen?
Kariya,"Dunno. I just hope that point isn't a period, The End."
Uzuki,Ungh... ahh...ahhhhhh...
Kariya,Uzuki?
Uzuki,Aaaaaaugh!!!
Kariya,"Hey, Uzuki, what's wrong! Nnngh! My... my head..."
Minamimoto,"Hmm, that took a while. Longer than I assumed. Hmph! This body "
left,Indelible Guilt. Chapter Closed]
Neku,!? This is... the scramble? Another day's gone by...
Beat,"Bwaaah! Crap, man! Crap crap crap!"
Neku,All right! Pipe down.
Beat,"How'm I supposed to pipe down, yo? It's Day 5! Where the hell is "
Neku,Relax. We've still got three days.
Beat,"We ONLY got three days, yo! An' I got less than you, remember? We ain't"
Neku,"...... Well, one thing at a time. First: calm down."
Beat,Aight! Fine.
Neku,That Lv. 4 keypin we got yesterday-- what does it open?
Beat,Kariya's key? Udagawa.
Neku,All right. Let's search there today.
Beat,Fine. The Iron Witch cost us two days. I ain't losin' anotha' one. No
Beat,"Time's a wastin', man! Le's book it to Udagawa!"
Reaper,......
Beat,What the--
Reaper,"To right the countless wrongs of our day, we shine this "
Neku,Here he comes!
Beat,"You hearin' this, yo? What's all the babblin' about?"
Neku,......
Mina,"...... To right the countless wrongs of our day, we shine "
Ai,that this place may become as paradise. What a wonderful world
Beat,Dammit! Where she at?
Neku,Take it easy! You're just gonna tire yourself out.
Beat,"Like I care, yo! Shoutin' is the only thing keepin' me calm!"
Neku,"You always run on full blast, huh?"
Beat,"Not even close, man. Only since comin' to the UG."
Neku,Yeah?
Beat,"When I was alive, I took everythin' at my own pace."
Neku,YOU?
Beat,Yeah. I wasn't crazy about nothin'. Tha's why my folks always bitched 
Neku,Yeah... I think I do.
Beat,"They kept expectin' stuff I ain't got, then made me feel like trash "
Neku,......
Beat,"So I quit tryin' altogether. Give up on myself, so my folks would, too."
Neku,...... But you've GOT a dream. Rhyme said you wanted to be world's best
Beat,"That was all jus' made-up, man."
Neku,Made-up? Why would you--
Beat,"Rhyme was beatin' herself up. Said she had no dreams. ""Why come back to"
Neku,......
Beat,"I realized somethin' then. Rhyme's all I got left. So I said to myself, "
Neku,Beat... You're definitely an idiot. A huge idiot.
Beat,Whatchu say!?
Neku,Why would you let your 'rents push you down like that? That's not the
Beat,Huh?
Neku,Like you're doing right now. Just go as far as you can go. The 
Beat,Phones...
Neku,I'm sorry about Rhyme. But what's done is done. Focus on the now. She
Beat,......
Neku,Why do you think she stuck by you? She knew you could do anything you 
Beat,Neku...
Neku,"You're an idiot, so start acting like one. Don't you turn into a deep"
Beat,"...... Pfft... Bwa ha ha! You said it, man! I ain't the sentimentious"
Neku,"All right, then."
Beat,Hoooooo! I am so fulla fight! Time to win this Game and change the 
Reaper,......
Neku,"Wait, why isn't he attacking?"
Beat,Maybe he don't see us.
Neku,Hmm... It might be a trap. Watch yourself.
Beat,Aight!
Beat,"Wha's his deal, yo?"
Neku,That Reaper's acting weird. Be careful.
Beat,Aight.
Guy,"...... To right the countless wrongs of our day, we"
Beat,Yo!
Reaper,......
Beat,"Yo, outta the way!"
Reaper,......
Beat,"You wanna fight, punk?"
Reaper,......
Beat,"The hell, man! Is he deaf?"
Neku,Something's definitely wrong.
Reaper,"...... Urrrg... To right the countless wrongs of our day, we"
Neku,Huh?
Beat,"Guy's trippin', yo."
Reaper,--that this place may become as paradise. What a wonderful 
Beat,"Yo, who broke this guy's antenna?"
Neku,Look out! He's coming for us!
Beat,"Yo, wassup with him?"
Neku,No idea. But I'm pretty sure he wasn't in control.
Beat,"Neku, man, you notice somethin'? Town's awful quiet, yo."
Neku,...... Yeah... Too quiet.
Beat,Le's try scannin'. See if we can figure somethin' out.
Neku,All right.
Neku,The whole town's acting weird... Let's try scanning.
Neku,(Something's wrong. I should try scanning.)
Neku,!?
Beat,What the--
Neku,They're all... they're all thinking the same thing!
Guy,"To right the countless wrongs of our day, we shine this light "
Neku,Even him!
Beat,"No way, man. I mean, this is crazy, ain't it?"
Neku,(What's happening to Shibuya?)
Beat,"Neku, look! They still got on them pins!"
Neku,......
Beat,"Huh? Wait, hold up... Bwaaah! Of course! Yo, man, I think I finally get"
Neku,Get what?
Beat,"The Composer! I know who he is! It's CAT, yo!"
Neku,"No, it's not."
Beat,"Huh? Whatchu mean, ""no""!? How can you be so sure? It's gotta be CAT, no"
Neku,But CAT is Mr. Hanekoma. CAT saved your life!
Beat,"Hanekoma... You mean King a' Coffee? No way, yo! He's CAT!? Then that"
Neku,"Stop! Mr. H can't be the composer, all right!?"
Beat,"A-aight, man. Sorry... So, umm... I'm getting kinda confused, yo. You"
Neku,Joshua told me. And I believe him.
Beat,The prissy kid you was with? Sure you can trust him?
Neku,He was my partner. I trust my partners.
Beat,"Then I hate to tell you, man, but... Hanekoma's the--"
Neku,Joshua was looking for the Composer. Same reason as you. And Mr. H was
Beat,"So, like... he was helpin' out the kid who was tryin' to whack him? I "
Neku,"But he told me! ""Expand your horizons! Enjoy the moment!"" The exact"
Beat,Hmm... Sounds like you're reachin' to me. ...... ARRRRGH! I suck at 
Neku,......
Beat,Now le's haul ass while there's still time!
Neku,Mr. H can't be the Composer...
Beat,"Yo, Neku! We ain't got time for boo-hoos, yo. Udagawa's"
Beat,Bwaaah! More of 'em? Think they've still got a full deck?
Neku,What's with them all?
Beat,"Yo, this is creepy. Le's jus' sneak right past 'em, aight?"
Beat,Yo...
Reaper,"...... Urrrg... To right the countless wrongs of our day, "
Neku,...No response.
Neku,!
Reaper,......
Beat,"Y-yo... whatchu want, man?"
Reaper,......
Neku,We're surrounded!
Reaper2,"To right the countless wrongs of our day, we shine this light "
Reaper,That this place may become as paradise. What a wonderful world
Beat,"Dammit! We gotta fight, yo!"
Beat,Huff...huff... Did we get 'em all?
Neku,Yeah...
Beat,"What the hell they want, man? All that redumption garbage... I don't "
Neku,"...... (It's not just the streets. The Reapers are acting weird, too."
Beat,"Yo, Neku! Snap out of it, yo! We gotta find Ironface!"
Neku,All right...
Beat,"What the hell, man..."
Neku,"The Reapers, Shibuya... Everybody's acting weird. (Man... I"
Reaper,"...... Guys, what's gotten into you? ! You!"
Beat,"What, you wanna fight? Then bring it, yo!"
Neku,"Wait, Beat. He's not acting like the others. Hey, what"
Reaper,"I...I dunno. Up until yesterday they were fine. Then, bam--"
Beat,So how come you ain't?
Reaper,That's what I wanna know! ...Wait. What if they know I
Neku,......
Reaper,Or what if these are our new orders? ...I better mimic the
Neku,......
Reaper,"Umm... ""To write the countless thongs of..."" Dammit! /leaves"
Neku,(So the Reapers are acting funny 'cause of this emergency
Neku,What the hell?
Beat,Wall's busted up.
Neku,Like something came crashing through from the other side.
Beat,"But this wall's Lv. 4, yo! Nobody could smash through this. Not even "
Neku,(Then what did?)
Beat,"Whatever, le's move."
Neku,Hey! Hang on! It could be dangerous!
Beat,But what if Ironface is back there?
Neku,All right... But stay alert. It could be a trap.
Neku,This wall was broken from the inside...
Beat,"Yo, a Lv. 4 wall?"
Neku,I know. Whatever did this must be ridiculous.
Neku,(That wall was broken from the inside... Man... Whatever did
Beat,The hell is this?
Neku,It looks like burn marks. (This place... This is where the Grim Heaper
Beat,No sign of Ironface. Le's just someplace else!
Neku,Hang on! We should check this out.
Beat,"How, yo?"
Neku,I'm gonna take a picture with my phone.
Neku,This looks like the last time I saw it. Nothing out of the 
Neku,No way!
Beat,"What? Yo, lemme see it! Coffee Man!? That's him, ain't it?"
Neku,Mr. H...
Beat,"What was he doin' out here, man?"
Neku,(Why...)
Beat,"See, I told you he was fishy!"
Neku,"(Why would you come here? It doesn't make sense. This can't be you, Mr."
Beat,"Huh? Whatchu talkin' about, man? We gotta find Ironface first!"
Neku,Mr. H's place is on Cat Street. We haven't checked there yet.
Beat,I get it. Two stones wid one bird! Then le's get movin'!
Neku,Mr. H... ......
Neku,"(Mr. H... I can trust you, right?)"
Beat,"Neku! Le's hit Coffee Man's place, yo."
Uzuki,......
Beat,"Yo, look."
Uzuki,......
Beat,Huh? Wassup with you guys?
Neku,Stop! Don't get any closer! They're not themselves.
Kariya,......
Uzuki,"To right the countless wrongs of our day, we shine this light of true"
Kariya,that this place may become as paradise. What a wonderful world such
Beat,"Yo, snap out of it, fools!"
Neku,"Dammit! Not them, too..."
Beat,What the hell is goin' ON!?
Neku,They're coming our way!
Neku,"Huff...huff... That should... stop them... Beat, let's finish this."
Beat,"W-wait, man. Please. Cut 'em some slack!"
Neku,Slack? They're just gonna attack us again!
Beat,"I know! I know...but... They ain't bad. I can feel it, yo. They jus'"
Neku,"Well, they're definitely acting different from yesterday. But if you're"
Beat,"If they try to attack us again... I'll erase 'em myself, I swear."
Neku,"...... All right, it's a deal. ! Huh? Look there. Red Skull pins?"
Beat,"Yo, they the ones the RG folks all got on... How come Team Lolly's got"
Neku,Yeah... They're Reapers.
Beat,"I thought the Reapers was supposed to be wearin' them O-Pins. Hey, you"
Neku,"I dunno... Anyway, let's make tracks before these two wake up."
Beat,"Good call, man... Le's bounce."
left,Vanishing Point. Chapter Closed]
Neku,Hey... This is...
Beat,!?
Neku,The scramble!? Another day has passed?
Beat,"Aww... HELL no! This can't be happenin', man! What day is it?"
Neku,"Hey, calm down!"
Beat,It's Day 6! Nooo!
Neku,"Calm down, I said! We've still got time."
Beat,CRAAAAAAP!!!
Neku,"Hey, we don't have time for nervous breakdowns!"
Beat,"Yo, I'm only human! If the Iron Maiden was tellin' the truth, today's "
Neku,...... We still have to try.
Beat,Yeah?
Neku,Let's go see Mr. Hanekoma.
Beat,Where-- Oh! Duh! Cat Street.
Neku,We haven't looked around there yet.
Beat,"Aight, sweet! Ironface is gonna be there. I feel it, yo! I ain't goin'"
Neku,(Mr. H... I need to get the whole story-- find out for sure he's not 
Beat,Move move move move move move move muh-WOOOVE!!!
Neku,"All right, I'm moving!"
Beat,"Le's book it to Cat Street, man."
Neku,Right!
Beat,Whoa!
Neku,This can't be real...
Beat,"Yo, this is creepy... Everybody's tuned into the same channel!"
Neku,(Shibuya's... solidifying? But this town's supposed to be
Beat,Yo! You aight?
Neku,Huh? ...Yeah.
Beat,We gotta move!
Reaper,......
Beat,What the--
